Hugo_Symbol	TARGET-20-PABLDZ-04	TARGET-20-PADYIR-04	TARGET-20-PAECCE-04	TARGET-20-PAEDKB-04	TARGET-20-PAEERJ-04	TARGET-20-PAEFGT-04	TARGET-20-PAEGNK-04	TARGET-20-PAEIKD-04	TARGET-20-PAKERZ-04	TARGET-20-PAKIWK-04	TARGET-20-PAKTCX-04	TARGET-20-PALGKX-04	TARGET-20-PAMYAS-04	TARGET-20-PANLIZ-04	TARGET-20-PAPXRJ-04	TARGET-20-PARBIU-04	TARGET-20-PARCVS-04	TARGET-20-PARDDY-04	TARGET-20-PARFAL-04	TARGET-20-PARGDB-04	TARGET-20-PARLVL-04	TARGET-20-PARUBT-40	TARGET-20-PARUNX-04	TARGET-20-PARYFN-04	TARGET-20-PARYVW-04	TARGET-20-PASBBE-04	TARGET-20-PASCGR-04	TARGET-20-PASCRZ-04	TARGET-20-PASGWH-04	TARGET-20-PASGZS-04	TARGET-20-PASHYZ-04	TARGET-20-PASINN-04	TARGET-20-PASJGZ-04	TARGET-20-PASMYS-04	TARGET-20-PASPLU-04	TARGET-20-PASTUH-04	TARGET-20-PASVVS-04	TARGET-20-PASVYA-04	TARGET-20-PASWAJ-04	TARGET-20-PASXNR-04	TARGET-20-PASYJI-04	TARGET-20-PATDNN-04	TARGET-20-PATIAK-04	TARGET-20-PATJHJ-40
hsa-mir-4312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4315-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.099103	0.000000	0.000000	0.000000	0.607584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124458	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.164929	0.000000	0.000000	0.000000	0.463059	0.000000	0.000000
hsa-mir-4315-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124458	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.051279	0.000000	0.000000	0.203397	0.000000	0.000000	0.000000	0.000000
hsa-mir-4316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4317	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4318	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-432	0.145979	3.235059	30.982976	1.961028	0.740546	4.756965	1.074058	0.112512	34.174545	52.859775	1.181065	4.326584	7.247773	178.727254	0.000000	0.000000	1.590513	34.269263	0.302448	1.410600	19.232149	37.115420	0.124458	0.777794	0.119726	4.683623	11.056113	0.338504	0.000000	0.401525	347.748458	2.032954	1.392802	2.090033	0.000000	1.620312	0.564073	3.247393	0.000000	4.067939	1.075942	0.463059	1.816790	0.786776
hsa-mir-4320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4322	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4323	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4324	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4326	15.911684	26.958828	122.301220	8.170949	5.722402	3.072207	0.201386	17.214268	25.174378	44.961188	20.668636	83.935738	0.000000	0.259401	5.723641	59.515036	12.370654	27.900639	11.493026	48.383579	27.028966	29.462756	7.840861	9.592799	0.039909	59.214376	87.343293	8.801105	17.787245	10.707326	58.131086	16.489517	9.842469	0.000000	7.446417	0.000000	33.023920	56.288143	34.462772	14.441182	37.657975	159.292150	27.251847	48.780123
hsa-mir-4327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4328	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-433	0.000000	0.000000	0.000000	0.108946	0.000000	0.000000	0.000000	0.000000	2.086995	12.151672	0.000000	0.000000	0.762923	20.362975	0.000000	0.000000	0.000000	1.819607	0.000000	0.705300	0.000000	0.765266	0.000000	0.000000	0.000000	0.000000	0.000000	0.169252	0.000000	0.000000	34.255818	0.451768	0.092853	0.000000	0.000000	0.810156	0.000000	0.000000	0.000000	0.203397	1.075942	0.000000	0.000000	0.000000
hsa-mir-4330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4417	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.093080	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4419a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4419b	0.000000	0.000000	0.000000	0.000000	0.067322	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4420	0.000000	0.000000	0.000000	0.108946	0.134645	0.000000	0.000000	0.000000	0.260874	0.000000	0.000000	0.865317	0.000000	0.129700	0.184634	0.139707	0.000000	0.000000	0.120979	0.000000	0.000000	0.765266	0.248916	0.000000	0.039909	1.003633	0.000000	0.000000	0.118582	0.000000	0.000000	0.000000	0.000000	0.696678	0.744642	0.810156	0.153838	0.000000	0.000000	1.220382	0.000000	2.778351	1.453432	0.000000
hsa-mir-4421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112512	0.000000	0.000000	0.000000	0.000000	0.000000	0.129700	0.000000	0.139707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.076110	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4422	0.000000	0.000000	0.000000	0.217892	0.000000	0.000000	0.402772	0.000000	0.521749	0.000000	0.000000	0.000000	0.381462	0.389101	0.000000	0.000000	0.353447	0.151634	0.181469	0.564240	0.000000	0.000000	0.000000	0.259265	0.239452	0.000000	0.000000	0.000000	0.000000	0.267683	0.000000	0.903535	0.092853	0.000000	0.000000	0.000000	0.153838	2.164929	1.253192	0.610191	0.000000	0.000000	0.000000	0.000000
hsa-mir-4423	0.000000	0.000000	0.000000	0.000000	0.134645	0.000000	0.000000	0.000000	0.000000	0.000000	0.295266	0.000000	0.000000	0.129700	0.000000	0.838240	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118582	0.267683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.463059	0.000000	0.000000
hsa-mir-4424	0.437936	0.000000	0.000000	0.871568	0.134645	0.396414	0.805543	0.337535	0.652186	0.000000	0.000000	0.000000	0.000000	0.000000	0.369267	0.000000	0.706895	0.151634	0.181469	0.282120	0.000000	0.000000	0.746749	1.814854	0.478905	0.000000	0.000000	0.169252	0.474327	0.267683	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.410235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4425	0.000000	0.000000	0.000000	0.000000	0.067322	0.000000	0.000000	0.000000	0.000000	0.607584	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060490	0.000000	0.000000	0.000000	0.000000	0.259265	0.239452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092853	0.000000	0.093080	0.000000	0.153838	0.000000	0.000000	0.203397	0.000000	0.000000	0.000000	0.000000
hsa-mir-4426	0.000000	0.000000	0.000000	0.108946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.151634	0.120979	0.000000	0.000000	0.382633	0.062229	0.777794	0.000000	0.000000	0.000000	0.169252	0.118582	0.000000	0.000000	0.000000	0.000000	0.696678	0.000000	0.000000	0.051279	0.000000	0.000000	0.406794	0.000000	0.000000	0.363358	0.000000
hsa-mir-4427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4428	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112512	0.000000	0.000000	0.295266	0.000000	0.000000	0.000000	0.000000	0.000000	0.176724	0.151634	0.000000	0.000000	0.000000	0.000000	0.000000	0.259265	0.079817	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4432	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.203397	0.000000	0.000000	0.000000	0.000000
hsa-mir-4433	0.291958	2.156706	0.000000	0.000000	0.067322	0.000000	0.000000	0.000000	0.000000	0.000000	0.295266	0.865317	0.000000	0.000000	0.000000	0.000000	0.176724	0.000000	0.362938	0.000000	0.000000	0.000000	0.000000	0.000000	0.039909	0.000000	0.000000	0.000000	0.000000	0.267683	0.000000	1.129419	0.557121	0.000000	0.000000	0.000000	0.051279	0.000000	0.000000	0.813588	2.151884	0.000000	0.000000	0.000000
hsa-mir-4433b	0.875873	25.880475	17.937512	0.435784	1.009836	0.099103	1.946730	0.787581	0.130437	0.000000	4.724260	4.326584	0.381462	0.259401	0.461584	0.000000	0.353447	1.364705	1.391261	0.141060	1.559363	2.295799	0.062229	1.814854	0.518814	0.669089	18.795392	4.231300	0.237163	0.936891	0.000000	2.484722	2.599897	6.966777	0.186160	1.620312	0.410235	9.742179	1.253192	7.729083	17.215074	0.000000	0.000000	0.000000
hsa-mir-4434	1.021851	0.000000	0.000000	0.217892	0.538579	0.495517	0.671286	0.675069	0.391312	0.000000	0.590532	0.000000	0.000000	0.259401	0.000000	0.000000	0.000000	0.909803	0.120979	0.141060	0.000000	0.000000	0.622291	0.259265	0.159635	0.000000	0.000000	0.507756	0.237163	1.338416	0.000000	0.903535	0.278560	0.000000	0.465401	0.000000	0.051279	0.000000	0.000000	0.406794	0.000000	0.000000	0.000000	0.000000
hsa-mir-4435-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4435-2	0.145979	0.000000	1.630683	0.000000	0.000000	0.198207	0.000000	0.000000	0.000000	0.000000	0.000000	0.865317	0.381462	0.000000	0.000000	0.139707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124458	0.000000	0.119726	0.669089	2.211223	0.338504	1.541561	0.803049	0.000000	0.000000	0.278560	0.696678	0.093080	0.810156	0.000000	0.000000	0.000000	0.203397	0.000000	0.000000	1.090074	0.000000
hsa-mir-4436a	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.382633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4436b-1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130437	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4436b-2	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4437	0.000000	0.000000	0.000000	0.217892	0.000000	0.000000	0.000000	0.000000	0.000000	0.607584	0.295266	0.865317	1.525847	0.000000	0.000000	0.139707	0.353447	0.000000	0.362938	0.000000	5.197878	0.765266	1.182352	0.000000	0.718357	3.010900	1.105611	0.000000	0.000000	0.000000	1.038055	0.000000	0.000000	2.786711	0.186160	1.620312	0.564073	0.000000	0.000000	0.000000	1.075942	0.926117	0.363358	0.786776
hsa-mir-4438	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4440	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.112512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4441	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.382633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4442	0.145979	0.000000	0.000000	0.217892	0.201967	0.495517	0.537029	2.250231	0.391312	0.000000	0.885799	0.000000	0.762923	0.259401	0.276950	0.000000	0.176724	0.303268	0.120979	0.282120	0.000000	1.913166	0.497832	0.000000	0.758266	0.334544	0.000000	0.677008	0.237163	0.535366	0.000000	0.677651	0.185707	0.000000	0.186160	0.000000	0.358956	0.000000	0.000000	0.203397	0.000000	0.000000	0.000000	0.786776
hsa-mir-4443	0.000000	0.000000	1.630683	0.000000	0.000000	0.198207	0.067129	0.225023	0.130437	2.430334	0.590532	0.000000	0.381462	0.129700	0.092317	0.000000	0.176724	0.000000	0.181469	0.141060	1.559363	0.000000	0.497832	0.000000	0.119726	0.000000	2.211223	0.000000	0.118582	0.000000	2.076110	0.000000	0.092853	0.696678	0.093080	0.810156	0.256397	0.000000	0.626596	0.000000	0.000000	0.000000	0.726716	0.786776
hsa-mir-4444-1	0.729894	0.000000	3.261366	1.307352	0.471257	1.387448	0.537029	2.025208	1.043498	3.037918	3.543195	0.000000	1.525847	0.907903	0.369267	0.139707	3.181025	1.819607	1.028323	1.974840	0.000000	2.678432	2.426933	1.296324	0.518814	0.334544	0.000000	2.538780	0.711490	0.803049	0.000000	0.677651	1.207095	0.000000	0.186160	0.000000	1.230705	0.000000	0.000000	1.423779	2.151884	1.389176	0.000000	1.180164
hsa-mir-4444-2	0.291958	0.000000	0.000000	1.525244	0.269289	0.099103	0.469900	0.900092	0.391312	1.822751	0.885799	0.000000	0.381462	0.907903	0.184634	0.279413	1.590513	0.606536	0.362938	0.987420	0.000000	0.765266	0.871207	0.518530	0.159635	0.334544	0.000000	0.846260	0.711490	1.204574	0.000000	0.451768	0.928535	0.000000	0.279241	0.000000	0.871749	0.000000	0.000000	0.813588	1.075942	0.463059	0.000000	0.786776
hsa-mir-4445	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
