Hugo_Symbol	TARGET-10-PAKSWW-04	TARGET-10-PAMXHJ-09	TARGET-10-PAMXSP-09	TARGET-10-PANCVR-03	TARGET-10-PANEPX-03	TARGET-10-PANEUH-09	TARGET-10-PANFNZ-03	TARGET-10-PANGIF-03	TARGET-10-PANIEU-03	TARGET-10-PANJPG-09	TARGET-10-PANJWJ-09	TARGET-10-PANKAK-04	TARGET-10-PANKAK-09	TARGET-10-PANKDT-03	TARGET-10-PANKGK-09	TARGET-10-PANKMB-09	TARGET-10-PANKRG-03	TARGET-10-PANLIC-09	TARGET-10-PANPJI-09	TARGET-10-PANRAL-03	TARGET-10-PANRDC-03	TARGET-10-PANRWG-09	TARGET-10-PANRYM-09	TARGET-10-PANSBR-09	TARGET-10-PANSDA-04	TARGET-10-PANSHK-04	TARGET-10-PANSHK-09	TARGET-10-PANSPW-09	TARGET-10-PANSUL-09	TARGET-10-PANSXG-09	TARGET-10-PANTSM-04	TARGET-10-PANTSM-09	TARGET-10-PANUHA-09	TARGET-10-PANUSN-03	TARGET-10-PANUSN-04	TARGET-10-PANVYR-04	TARGET-10-PANVYR-09	TARGET-10-PANWFB-09	TARGET-10-PANWHJ-09	TARGET-10-PANWHW-09	TARGET-10-PANWVW-09	TARGET-10-PANWYH-09	TARGET-10-PANWYK-09	TARGET-10-PANXDB-03	TARGET-10-PANXDR-09	TARGET-10-PANXPE-04	TARGET-10-PANYEJ-09	TARGET-10-PANYGB-04	TARGET-10-PANYGB-09	TARGET-10-PANYYV-04	TARGET-10-PANYZE-09	TARGET-10-PANZPJ-04	TARGET-10-PANZPJ-09	TARGET-10-PANZXC-09	TARGET-10-PAPAGK-09	TARGET-10-PAPAIZ-09	TARGET-10-PAPBCI-09	TARGET-10-PAPBES-03	TARGET-10-PAPBFN-09	TARGET-10-PAPBSY-09	TARGET-10-PAPBZK-09	TARGET-10-PAPCUR-09	TARGET-10-PAPCVZ-04	TARGET-10-PAPDJM-04	TARGET-10-PAPDKJ-09	TARGET-10-PAPDUF-09	TARGET-10-PAPDUV-04	TARGET-10-PAPDWT-04	TARGET-10-PAPEAB-04	TARGET-10-PAPECF-04	TARGET-10-PAPECF-09	TARGET-10-PAPEFH-04	TARGET-10-PAPEFH-09	TARGET-10-PAPEJN-04	TARGET-10-PAPEJN-09	TARGET-10-PAPESW-09	TARGET-10-PAPEWB-09	TARGET-10-PAPFWH-09	TARGET-10-PAPFXN-09	TARGET-10-PAPGFP-04	TARGET-10-PAPGFP-09	TARGET-10-PAPGGT-03	TARGET-10-PAPGNC-03	TARGET-10-PAPGYC-09	TARGET-10-PAPHEK-03	TARGET-10-PAPHGD-09	TARGET-10-PAPHJF-04	TARGET-10-PAPHJF-09	TARGET-10-PAPIGX-09	TARGET-10-PAPIJB-09	TARGET-10-PAPIJM-09	TARGET-10-PAPISG-04	TARGET-10-PAPJHB-04	TARGET-10-PAPJHB-09	TARGET-10-PAPJHR-09	TARGET-10-PAPJIB-04	TARGET-10-PAPJIB-09	TARGET-10-PAPJXI-04	TARGET-10-PAPJXI-09	TARGET-10-PAPKNC-09	TARGET-10-PAPLDL-03	TARGET-10-PAPLDL-04	TARGET-10-PAPLDM-04	TARGET-10-PAPLTZ-04	TARGET-10-PAPLTZ-09	TARGET-10-PAPLUG-09	TARGET-10-PAPMVB-04	TARGET-10-PAPMVB-09	TARGET-10-PAPMYD-03	TARGET-10-PAPNFY-03	TARGET-10-PAPNMY-04	TARGET-10-PAPNMY-09	TARGET-10-PAPNNX-04	TARGET-10-PAPNNX-09	TARGET-10-PAPPGN-04	TARGET-10-PAPRCS-04	TARGET-10-PAPRCS-09	TARGET-10-PAPRFE-09	TARGET-10-PAPSPG-04	TARGET-10-PAPSPN-04	TARGET-10-PAPSPN-09	TARGET-10-PAPTLM-09	TARGET-10-PAPVTA-04	TARGET-10-PAPVTA-09	TARGET-10-PAPZNK-04	TARGET-10-PAPZNK-09	TARGET-10-PAPZST-09	TARGET-10-PARACA-09	TARGET-10-PARAKF-04	TARGET-10-PARAKF-09	TARGET-10-PARARJ-09	TARGET-10-PARBRK-04	TARGET-10-PARBRK-09	TARGET-10-PARBVI-04	TARGET-10-PARBVI-09	TARGET-10-PARDWE-03	TARGET-10-PARFLV-09	TARGET-10-PARFTR-04	TARGET-10-PARFTR-09	TARGET-10-PARGFV-03	TARGET-10-PARGFV-04	TARGET-10-PARGVZ-04	TARGET-10-PARIAD-03	TARGET-10-PARIAD-04	TARGET-10-PARJSR-04	TARGET-10-PARJSR-09	TARGET-10-PARJZZ-04	TARGET-10-PARJZZ-09	TARGET-10-PARLAF-04	TARGET-10-PARLEK-03	TARGET-10-PARMSP-04	TARGET-10-PARMSP-09	TARGET-10-PARMXF-03	TARGET-10-PARMXF-04	TARGET-10-PARNMF-03	TARGET-10-PARNMF-04	TARGET-10-PARNSH-03	TARGET-10-PARPNM-09	TARGET-10-PARPRW-04	TARGET-10-PARPRW-09	TARGET-10-PARPZJ-03	TARGET-10-PARSGC-03	TARGET-10-PARSZH-04	TARGET-10-PARSZH-09	TARGET-10-PARUBK-03	TARGET-10-PARUGP-09	TARGET-10-PARVWD-09	TARGET-10-PARWVN-03	TARGET-10-PARXMC-09	TARGET-10-PASCIU-03	TARGET-10-PASFXA-03	TARGET-10-PASFXA-04	TARGET-10-PASHUI-04	TARGET-10-PASHUI-09	TARGET-10-PASKAY-04	TARGET-10-PASKHT-03	TARGET-10-PASLZM-40	TARGET-10-PASSXJ-03	TARGET-10-PASUBW-09	TARGET-10-PATCTI-04	TARGET-10-PATCTI-09
hsa-mir-4652	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-4653	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.174530	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.383316	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.168319	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.346427	0.000000	0.181663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.252292	0.000000	0.000000	0.000000	0.000000	0.000000	0.467799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.862814	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.636349	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.705909	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.171996	0.000000	0.000000	0.510029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.844804	0.000000	0.000000	0.482977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.917683	0.105405	0.457120	0.000000
hsa-mir-4654	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.245220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.183337	0.000000	0.000000	0.336807	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131785	0.000000	0.000000	0.807958	0.000000	0.000000	0.000000	0.000000	0.233585	0.000000	0.495644	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.918689	0.000000	0.000000	0.000000	0.000000	0.000000	1.957369	0.000000	0.355531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.182566	0.000000	0.000000	0.000000	0.000000	0.000000	0.181663	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.501549	0.382248	0.281830	0.000000	0.000000	0.507608	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.532176	0.000000	0.000000	0.000000	0.674361	0.000000	0.636349	0.000000	0.000000	0.000000	0.000000	0.000000	1.517883	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.720156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.633463	0.000000	0.000000	0.000000	0.482977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.917683	0.000000	0.000000	0.000000
hsa-mir-4655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.551061	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.369475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.982160	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.668146	0.260159	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.074226	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.105405	0.000000	0.000000
hsa-mir-4656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.245220	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.877707	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.461903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.829211	0.000000	0.000000	0.000000	0.000000	0.000000	0.348117	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.902132	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.233899	0.000000	0.000000	0.000000	0.339917	0.000000	0.000000	0.000000	0.000000	0.000000	2.148452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.002352	0.000000	0.000000	0.000000	1.411817	1.541623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.767666
hsa-mir-4657	0.554771	0.166089	1.503593	1.043698	0.000000	0.000000	0.000000	0.142570	0.000000	0.210336	0.172311	0.000000	0.168011	0.000000	0.262909	0.000000	0.000000	0.000000	0.049389	0.000000	0.414249	0.000000	0.709034	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.088637	0.000000	0.000000	0.727059	0.000000	0.000000	0.000000	0.446091	0.000000	2.423873	0.000000	0.000000	0.000000	0.275531	0.233585	0.133235	0.000000	0.961186	0.000000	0.766632	0.358580	0.651180	0.000000	0.000000	0.000000	0.743927	2.216848	0.000000	0.000000	0.541885	0.000000	0.000000	0.000000	0.179002	1.729075	0.434492	0.000000	0.000000	1.602895	0.221302	0.431811	1.257365	0.000000	0.000000	0.429149	0.237021	0.000000	0.504956	0.000000	0.000000	0.000000	0.000000	0.103062	0.000000	0.182566	0.000000	0.360527	0.000000	0.346427	0.000000	1.453301	0.402822	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.539109	0.928313	0.507608	0.477005	0.000000	0.130080	1.193798	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.647762	0.000000	0.000000	0.807438	1.403397	0.000000	0.404695	0.000000	0.339917	0.277264	0.238139	0.825500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.048362	1.348721	0.000000	0.000000	0.615920	0.000000	0.290168	1.403293	0.000000	0.000000	0.000000	0.705909	4.624869	0.000000	0.000000	0.000000	0.889105	0.000000	0.000000	0.000000	0.000000	0.000000	0.642169	0.908295	0.146850	0.227033	0.000000	0.000000	0.000000	1.844804	0.000000	0.000000	0.482977	0.267467	0.000000	0.164338	0.000000	0.000000	0.600669	0.720007	0.935115	0.000000	0.000000	0.294195	0.000000	0.000000	1.376525	0.000000	0.000000	0.000000
hsa-mir-4658	0.000000	0.498268	1.754192	0.000000	0.000000	0.000000	0.396568	0.142570	0.260407	0.000000	0.000000	0.000000	1.512095	0.000000	0.788728	0.000000	0.000000	0.209318	0.543277	0.432833	0.000000	0.156906	0.531776	0.000000	0.000000	0.000000	0.561344	1.448820	0.540686	0.000000	0.000000	0.000000	7.997644	0.581416	0.000000	0.263571	0.000000	0.523589	34.338204	0.000000	0.000000	0.000000	0.000000	3.270194	0.000000	0.000000	0.000000	0.000000	0.383316	1.075739	1.953539	0.000000	1.039665	0.000000	0.000000	1.108424	0.000000	0.000000	0.270943	0.162953	0.261945	0.960654	0.716010	5.187224	9.993322	7.899359	0.000000	0.000000	0.442603	4.318112	18.860475	5.529419	3.914737	2.574894	11.376996	0.000000	0.673275	0.321545	0.000000	3.207534	1.044084	0.000000	0.000000	0.365132	0.000000	0.901318	0.484888	0.115476	0.602793	2.179952	0.201411	0.982160	0.000000	0.183460	0.000000	0.000000	12.012391	0.000000	0.281830	0.000000	0.348117	1.015217	0.000000	3.340732	5.983668	8.223942	0.000000	0.000000	0.317022	0.000000	0.000000	0.000000	0.857294	0.000000	0.000000	0.000000	1.009297	1.169497	0.000000	0.000000	0.000000	0.000000	3.881693	0.238139	0.000000	0.862814	0.738135	1.074226	5.321756	4.763924	1.336746	1.310452	0.674361	1.053104	5.090791	0.000000	2.679899	0.000000	0.000000	0.000000	1.517883	0.000000	0.000000	0.000000	0.000000	0.000000	2.345713	3.556422	1.023124	0.000000	4.726908	1.440312	0.000000	1.284339	0.908295	0.146850	0.454067	1.972496	2.118411	2.956160	0.000000	0.000000	0.000000	3.380841	0.000000	4.858221	0.164338	0.719326	0.000000	0.720802	0.360003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.670733	0.210811	1.371361	0.000000
hsa-mir-4659a	0.000000	0.000000	0.751796	0.000000	0.227589	0.000000	0.198284	0.142570	0.390611	0.420671	0.000000	0.000000	1.176074	0.000000	0.000000	0.000000	0.000000	0.627953	0.592665	0.000000	0.207124	0.000000	0.354517	0.000000	0.733653	0.000000	0.336807	0.000000	0.540686	0.000000	0.595725	0.252831	0.000000	0.000000	3.664851	0.527141	0.669137	0.523589	0.000000	0.906627	0.000000	0.000000	0.275531	0.467171	0.799408	0.991288	0.000000	0.713585	2.299897	0.537869	0.976770	0.258733	0.000000	0.000000	0.000000	0.369475	0.000000	0.000000	1.083771	0.651813	0.261945	0.000000	1.790024	1.729075	0.434492	0.000000	0.306230	0.641158	0.000000	0.431811	1.257365	0.000000	1.957369	0.000000	0.474041	1.322024	0.673275	0.321545	0.000000	0.000000	1.044084	0.309185	0.884410	0.000000	1.050435	0.540791	0.484888	0.115476	0.602793	0.181663	0.805644	0.000000	0.000000	0.000000	0.000000	1.739575	0.000000	0.000000	0.000000	0.808664	0.116039	0.000000	0.000000	0.668146	0.130080	0.132644	0.000000	0.000000	1.585110	2.665920	0.000000	0.000000	0.000000	0.647762	0.000000	0.000000	1.009297	0.467799	2.934328	0.404695	1.019588	0.679835	0.277264	0.000000	0.000000	0.000000	0.000000	0.000000	0.532176	0.000000	0.000000	0.262090	0.000000	0.105310	1.909047	0.000000	0.000000	0.870504	0.601411	0.000000	0.303577	0.000000	0.000000	0.000000	0.000000	0.000000	1.563808	0.000000	1.023124	0.343992	1.818042	0.360078	0.255014	0.000000	2.724885	0.293701	0.227033	0.000000	0.423682	0.000000	1.844804	0.000000	1.801662	0.965954	0.534934	0.000000	0.328676	0.359663	0.000000	0.840936	0.000000	0.000000	0.000000	0.000000	0.294195	0.000000	0.000000	0.458842	0.105405	0.000000	0.614133
hsa-mir-4659b	1.386928	0.000000	0.250599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.262909	0.000000	1.245220	0.209318	0.592665	0.432833	0.414249	0.156906	0.000000	0.916683	0.000000	0.000000	0.000000	0.482940	0.135172	0.000000	0.000000	0.000000	0.000000	0.000000	1.465940	0.000000	0.000000	0.523589	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.266469	0.000000	0.000000	0.000000	0.000000	0.000000	0.162795	0.517466	1.039665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118510	0.000000	0.000000	0.482317	0.000000	0.000000	1.044084	0.103062	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.205586	0.000000	0.604233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.078219	0.000000	0.000000	0.000000	0.000000	0.000000	0.265288	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.857294	0.000000	0.000000	0.000000	0.403719	0.000000	0.000000	0.809391	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.524181	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.705909	0.000000	0.000000	0.000000	0.000000	0.000000	0.511562	0.000000	0.000000	0.000000	0.127507	0.000000	0.908295	0.146850	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.480535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
hsa-mir-466	0.000000	85.037785	39.344013	9.567232	11.151880	13.117276	12.888466	0.712849	2.994686	13.040802	139.744438	1.856111	1.008063	59.284739	52.581889	15.625230	13.697419	64.888499	85.245050	3.895493	9.113472	1.412156	103.696285	13.750241	68.963342	0.000000	2.694452	0.965880	7.028920	3.265910	0.000000	0.758492	6.543527	2.907081	0.000000	0.922498	1.784365	69.637360	35.550140	0.000000	22.538448	6.364753	2.755307	4.671705	12.390827	54.520817	1.922373	4.281509	3.449846	5.020114	11.721236	194.567077	1.039665	0.949779	3.719635	37.686423	2.420193	34.763919	207.000239	2.933159	36.148375	3.842618	19.690265	22.477972	0.868985	39.496793	35.216422	43.598757	46.915951	2.590867	1.257365	0.000000	7.829474	16.307662	3.318290	33.050596	38.208361	2.090041	5.698269	1.603767	11.484928	3.813276	29.185538	23.003329	54.272469	1.802637	0.000000	1.501186	81.979862	26.704409	67.472714	10.803760	355.901128	94.665420	2.829211	56.536193	31.532526	82.183309	73.134768	1.347773	3.945331	254.311752	6.678070	26.391782	4.162552	0.530577	0.000000	0.000000	2.536176	30.658082	6.848799	252.291883	34.720406	104.289606	3.327054	0.000000	5.046485	0.233899	39.124371	2.832867	26.849150	2.719340	9.981495	61.558963	2.476499	5.176881	27.310989	0.000000	12.772214	5.240316	1.069397	10.221527	15.510295	144.696464	370.991400	41.882572	2.679899	0.000000	0.801882	2.335365	24.589709	66.735118	0.000000	0.000000	147.915587	91.773246	7.037138	0.889105	4.092497	0.343992	70.540017	43.929517	0.127507	0.000000	1.816590	6.461414	101.824486	7.889982	20.760425	8.657327	0.000000	24.747396	34.231582	8.210613	1.337336	0.000000	4.272785	0.359663	1.628338	7.928827	5.400052	3.740461	19.890404	12.467159	1.470975	0.000000	1.183796	16.059459	1.897295	1.371361	0.153533
hsa-mir-4660	1.386928	0.830447	0.000000	1.217648	0.910358	1.084888	0.594852	1.710838	1.041630	2.524026	0.172311	3.712221	0.336021	0.651481	1.577457	0.000000	0.000000	0.000000	0.493888	0.649249	1.449871	1.882875	1.063552	0.000000	1.467305	0.000000	1.347226	0.482940	0.540686	1.088637	1.489312	0.505662	0.000000	0.581416	5.863761	0.395356	2.007410	0.698119	0.807958	2.266566	2.620750	0.000000	0.551061	1.167926	0.799408	2.478219	0.000000	2.140755	1.149949	1.434318	1.302360	0.258733	1.039665	0.949779	3.719635	2.955798	2.420193	1.133606	1.625656	2.444299	1.047779	2.881963	2.506034	0.000000	0.868985	0.000000	0.612460	0.641158	2.213017	0.863622	7.544190	2.764709	5.872106	2.574894	4.503394	0.000000	2.693100	0.803862	0.837981	1.603767	1.044084	0.618369	0.884410	2.373359	0.350145	0.540791	2.666884	1.732137	0.000000	2.179952	3.423988	2.946480	0.000000	0.733840	0.000000	1.739575	10.510842	0.764496	0.000000	0.808664	1.392470	2.030433	0.954010	2.338512	5.073110	1.989663	0.000000	3.274603	3.487242	1.332960	0.000000	0.756876	1.285941	0.215921	0.831763	0.000000	2.220453	3.508491	3.260364	2.428172	1.359451	2.719340	0.831791	2.738600	2.063749	5.176881	0.738135	0.000000	1.596527	0.238196	0.534698	1.310452	0.000000	0.947793	0.636349	0.923880	0.893300	8.705041	2.004704	4.086890	2.732190	2.542290	2.823634	0.000000	1.710007	7.169785	0.000000	0.889105	3.921976	1.719962	6.181342	2.520546	3.697709	2.889762	0.000000	0.881102	0.113517	4.931239	2.542093	2.533852	0.000000	3.093425	1.801662	0.000000	2.006003	3.238814	0.328676	2.157978	1.628338	1.681872	4.320042	7.792626	1.420743	0.000000	5.883898	2.222963	2.367592	1.376525	4.110807	18.741932	3.838332
hsa-mir-4661	4.992942	5.314862	1.252994	9.393283	4.551788	3.846419	9.914204	14.114413	8.984057	9.044427	6.203206	32.481935	39.482480	16.287016	22.084393	0.000000	0.000000	2.721131	14.619082	14.067057	6.213731	12.081778	4.431465	2.933385	0.733653	2.535880	5.501174	12.556438	8.110292	3.265910	21.743955	15.675507	15.268230	7.752216	9.528612	10.279258	9.144870	7.504778	18.179049	14.506025	20.441848	3.818852	4.132960	0.700756	10.259072	4.956438	0.000000	8.563018	5.749744	5.916562	2.604719	13.971572	8.317322	0.949779	68.813243	9.236868	2.722718	4.156556	5.418854	18.576672	15.454740	7.685236	14.499195	43.226868	5.648399	4.388533	1.837379	7.373319	5.975145	2.590867	7.544190	12.901977	0.000000	9.870427	1.540635	0.000000	21.544803	1.607724	3.854712	30.471572	7.308591	23.704151	4.422051	6.754946	3.151305	14.961886	291.902565	184.530352	3.013966	5.449879	5.639510	6.875120	5.545202	6.788024	2.829211	10.437451	7.507744	1.528992	1.409148	2.695546	7.426505	6.598908	0.477005	6.347391	10.146220	1.591731	3.634213	4.911905	10.778749	9.330721	5.136599	14.128345	18.860468	22.455733	6.654107	20.093306	14.937596	6.315284	8.476947	14.569030	9.516155	9.517689	1.109055	1.905113	37.560236	38.826608	14.024562	19.336064	22.883551	11.433417	5.614334	7.338532	10.115410	12.953177	9.545233	16.937805	11.612897	17.119914	9.823051	16.347558	10.018029	11.440306	10.588629	15.416231	243.675967	498.539037	23.457127	14.225687	4.433538	3.439923	18.544025	20.884524	17.340978	10.274710	18.165898	11.160624	8.400236	37.477415	82.618017	62.079367	3.689608	5.155708	9.008311	9.176567	6.285477	43.723988	25.143697	12.588203	19.540060	10.812037	21.960212	32.729031	1.420743	6.649152	30.302076	8.891853	97.071288	21.106717	17.391874	8.685285	11.514996
